TrackID,Timestamp,Vehicle,Speed (km/h),License Plate,Location
46,2025-10-20 22:32:45,Car,13.83,UNKNOWN,Highway A
51,2025-10-20 22:32:45,Car,15.7,UNKNOWN,Highway A
66,2025-10-20 22:32:45,Car,14.13,UNKNOWN,Highway A
71,2025-10-20 22:32:46,Car,37.2,UNKNOWN,Highway A
106,2025-10-20 22:32:47,Car,32.4,UNKNOWN,Highway A
9,2025-10-20 22:32:47,Car,15.0,UNKNOWN,Highway A
13,2025-10-20 22:32:48,Car,31.31,UNKNOWN,Highway A
46,2025-10-20 22:32:48,Car,13.94,UNKNOWN,Highway A
51,2025-10-20 22:32:48,Car,16.11,UNKNOWN,Highway A
66,2025-10-20 22:32:48,Car,13.77,UNKNOWN,Highway A
71,2025-10-20 22:32:48,Car,34.92,UNKNOWN,Highway A
106,2025-10-20 22:32:49,Car,32.52,UNKNOWN,Highway A
9,2025-10-20 22:32:50,Car,16.21,UNKNOWN,Highway A
13,2025-10-20 22:32:50,Car,35.5,UNKNOWN,Highway A
46,2025-10-20 22:32:50,Car,15.77,UNKNOWN,Highway A
51,2025-10-20 22:32:50,Car,17.63,UNKNOWN,Highway A
66,2025-10-20 22:32:50,Car,14.94,UNKNOWN,Highway A
71,2025-10-20 22:32:50,Car,36.44,UNKNOWN,Highway A
106,2025-10-20 22:32:51,Car,35.22,UNKNOWN,Highway A
9,2025-10-20 22:32:52,Car,17.41,UNKNOWN,Highway A
13,2025-10-20 22:32:52,Car,38.05,UNKNOWN,Highway A
46,2025-10-20 22:32:52,Car,16.64,UNKNOWN,Highway A
51,2025-10-20 22:32:53,Car,18.39,UNKNOWN,Highway A
66,2025-10-20 22:32:53,Car,15.7,UNKNOWN,Highway A
71,2025-10-20 22:32:53,Car,36.44,UNKNOWN,Highway A
106,2025-10-20 22:32:54,Car,36.1,UNKNOWN,Highway A
9,2025-10-20 22:32:55,Car,17.41,UNKNOWN,Highway A
13,2025-10-20 22:32:55,Car,40.44,UNKNOWN,Highway A
46,2025-10-20 22:32:55,Car,17.69,UNKNOWN,Highway A
51,2025-10-20 22:32:55,Car,19.15,UNKNOWN,Highway A
66,2025-10-20 22:32:55,Car,16.06,UNKNOWN,Highway A
71,2025-10-20 22:32:55,Car,36.02,UNKNOWN,Highway A
106,2025-10-20 22:32:56,Car,36.7,UNKNOWN,Highway A
9,2025-10-20 22:32:57,Car,16.21,UNKNOWN,Highway A
13,2025-10-20 22:32:57,Car,38.64,UNKNOWN,Highway A
46,2025-10-20 22:32:57,Car,16.21,UNKNOWN,Highway A
51,2025-10-20 22:32:57,Car,17.63,UNKNOWN,Highway A
66,2025-10-20 22:32:57,Car,15.29,UNKNOWN,Highway A
71,2025-10-20 22:32:58,Car,32.22,UNKNOWN,Highway A
106,2025-10-20 22:32:58,Car,35.57,UNKNOWN,Highway A
9,2025-10-20 22:32:59,Car,16.21,UNKNOWN,Highway A
13,2025-10-20 22:32:59,Car,37.92,UNKNOWN,Highway A
46,2025-10-20 22:33:00,Car,16.49,UNKNOWN,Highway A
51,2025-10-20 22:33:00,Car,17.29,UNKNOWN,Highway A
66,2025-10-20 22:33:00,Car,14.17,UNKNOWN,Highway A
71,2025-10-20 22:33:00,Car,30.63,UNKNOWN,Highway A
106,2025-10-20 22:33:01,Car,35.04,UNKNOWN,Highway A
9,2025-10-20 22:33:02,Car,15.47,UNKNOWN,Highway A
13,2025-10-20 22:33:02,Car,38.36,UNKNOWN,Highway A
46,2025-10-20 22:33:02,Car,16.77,UNKNOWN,Highway A
51,2025-10-20 22:33:02,Car,17.29,UNKNOWN,Highway A
66,2025-10-20 22:33:02,Car,13.37,UNKNOWN,Highway A
71,2025-10-20 22:33:02,Car,29.11,UNKNOWN,Highway A
106,2025-10-20 22:33:03,Car,34.05,UNKNOWN,Highway A
116,2025-10-20 22:33:04,Car,64.92,UNKNOWN,Highway A
9,2025-10-20 22:33:05,Car,17.69,UNKNOWN,Highway A
13,2025-10-20 22:33:05,Car,44.33,UNKNOWN,Highway A
46,2025-10-20 22:33:05,Car,19.33,UNKNOWN,Highway A
51,2025-10-20 22:33:05,Car,19.57,UNKNOWN,Highway A
66,2025-10-20 22:33:05,Car,13.77,UNKNOWN,Highway A
71,2025-10-20 22:33:05,Car,31.39,UNKNOWN,Highway A
106,2025-10-20 22:33:06,Car,36.47,UNKNOWN,Highway A
116,2025-10-20 22:33:07,Car,79.57,UNKNOWN,Highway A
9,2025-10-20 22:33:07,Car,18.62,UNKNOWN,Highway A
13,2025-10-20 22:33:08,Car,48.09,UNKNOWN,Highway A
46,2025-10-20 22:33:08,Car,20.53,UNKNOWN,Highway A
51,2025-10-20 22:33:08,Car,20.75,UNKNOWN,Highway A
66,2025-10-20 22:33:08,Car,14.13,UNKNOWN,Highway A
71,2025-10-20 22:33:08,Car,31.39,UNKNOWN,Highway A
106,2025-10-20 22:33:09,Car,38.18,UNKNOWN,Highway A
116,2025-10-20 22:33:09,Car,95.46,UNKNOWN,Highway A
9,2025-10-20 22:33:10,Car,18.89,UNKNOWN,Highway A
13,2025-10-20 22:33:10,Car,50.92,UNKNOWN,Highway A
46,2025-10-20 22:33:10,Car,21.28,UNKNOWN,Highway A
51,2025-10-20 22:33:11,Car,21.85,UNKNOWN,Highway A
66,2025-10-20 22:33:11,Car,13.75,UNKNOWN,Highway A
71,2025-10-20 22:33:11,Car,30.63,UNKNOWN,Highway A
106,2025-10-20 22:33:12,Car,38.49,UNKNOWN,Highway A
116,2025-10-20 22:33:12,Car,108.82,UNKNOWN,Highway A
9,2025-10-20 22:33:13,Car,18.15,UNKNOWN,Highway A
13,2025-10-20 22:33:13,Car,48.23,UNKNOWN,Highway A
46,2025-10-20 22:33:13,Car,19.77,UNKNOWN,Highway A
51,2025-10-20 22:33:13,Car,20.33,UNKNOWN,Highway A
66,2025-10-20 22:33:13,Car,12.22,UNKNOWN,Highway A
71,2025-10-20 22:33:13,Car,28.7,UNKNOWN,Highway A
106,2025-10-20 22:33:14,Car,35.22,UNKNOWN,Highway A
116,2025-10-20 22:33:15,Car,105.22,UNKNOWN,Highway A
9,2025-10-20 22:33:15,Car,17.69,UNKNOWN,Highway A
13,2025-10-20 22:33:16,Car,48.83,UNKNOWN,Highway A
46,2025-10-20 22:33:16,Car,19.77,UNKNOWN,Highway A
51,2025-10-20 22:33:16,Car,19.99,UNKNOWN,Highway A
66,2025-10-20 22:33:16,Car,11.84,UNKNOWN,Highway A
71,2025-10-20 22:33:16,Car,27.18,UNKNOWN,Highway A
106,2025-10-20 22:33:17,Car,35.26,UNKNOWN,Highway A
116,2025-10-20 22:33:17,Car,110.35,UNKNOWN,Highway A
9,2025-10-20 22:33:18,Car,18.15,UNKNOWN,Highway A
13,2025-10-20 22:33:18,Car,51.37,UNKNOWN,Highway A
46,2025-10-20 22:33:18,Car,19.33,UNKNOWN,Highway A
51,2025-10-20 22:33:18,Car,20.33,UNKNOWN,Highway A
66,2025-10-20 22:33:19,Car,11.08,UNKNOWN,Highway A
71,2025-10-20 22:33:19,Car,25.25,UNKNOWN,Highway A
106,2025-10-20 22:33:19,Car,36.66,UNKNOWN,Highway A
116,2025-10-20 22:33:20,Car,117.22,UNKNOWN,Highway A
9,2025-10-20 22:33:21,Car,19.83,UNKNOWN,Highway A
13,2025-10-20 22:33:21,Car,59.51,UNKNOWN,Highway A
46,2025-10-20 22:33:21,Car,22.03,UNKNOWN,Highway A
51,2025-10-20 22:33:21,Car,23.02,UNKNOWN,Highway A
66,2025-10-20 22:33:21,Car,11.89,UNKNOWN,Highway A
71,2025-10-20 22:33:21,Car,26.77,UNKNOWN,Highway A
106,2025-10-20 22:33:22,Car,41.66,UNKNOWN,Highway A
116,2025-10-20 22:33:22,Car,128.32,UNKNOWN,Highway A
9,2025-10-20 22:33:23,Car,20.1,UNKNOWN,Highway A
13,2025-10-20 22:33:23,Car,63.66,UNKNOWN,Highway A
46,2025-10-20 22:33:24,Car,22.92,UNKNOWN,Highway A
51,2025-10-20 22:33:24,Car,24.13,UNKNOWN,Highway A
66,2025-10-20 22:33:24,Car,12.24,UNKNOWN,Highway A
71,2025-10-20 22:33:24,Car,26.83,UNKNOWN,Highway A
106,2025-10-20 22:33:24,Car,44.28,UNKNOWN,Highway A
116,2025-10-20 22:33:25,Car,135.21,UNKNOWN,Highway A
118,2025-10-20 22:33:25,Car,103.86,UNKNOWN,Highway A
9,2025-10-20 22:33:26,Car,21.77,UNKNOWN,Highway A
13,2025-10-20 22:33:26,Car,67.86,UNKNOWN,Highway A
46,2025-10-20 22:33:26,Car,23.82,UNKNOWN,Highway A
51,2025-10-20 22:33:26,Car,25.72,UNKNOWN,Highway A
66,2025-10-20 22:33:27,Car,12.24,UNKNOWN,Highway A
71,2025-10-20 22:33:27,Car,26.42,UNKNOWN,Highway A
106,2025-10-20 22:33:27,Car,47.93,UNKNOWN,Highway A
116,2025-10-20 22:33:28,Car,141.35,UNKNOWN,Highway A
118,2025-10-20 22:33:28,Car,113.92,UNKNOWN,Highway A
9,2025-10-20 22:33:29,Car,19.83,UNKNOWN,Highway A
13,2025-10-20 22:33:29,Car,63.97,UNKNOWN,Highway A
46,2025-10-20 22:33:29,Car,22.32,UNKNOWN,Highway A
51,2025-10-20 22:33:29,Car,24.54,UNKNOWN,Highway A
66,2025-10-20 22:33:29,Car,11.89,UNKNOWN,Highway A
71,2025-10-20 22:33:30,Car,23.37,UNKNOWN,Highway A
106,2025-10-20 22:33:30,Car,46.49,UNKNOWN,Highway A
116,2025-10-20 22:33:31,Car,130.73,UNKNOWN,Highway A
118,2025-10-20 22:33:31,Car,106.92,UNKNOWN,Highway A
9,2025-10-20 22:33:32,Car,19.36,UNKNOWN,Highway A
13,2025-10-20 22:33:32,Car,65.16,UNKNOWN,Highway A
46,2025-10-20 22:33:32,Car,22.32,UNKNOWN,Highway A
51,2025-10-20 22:33:32,Car,24.2,UNKNOWN,Highway A
66,2025-10-20 22:33:32,Car,10.37,UNKNOWN,Highway A
71,2025-10-20 22:33:32,Car,21.79,UNKNOWN,Highway A
106,2025-10-20 22:33:33,Car,46.16,UNKNOWN,Highway A
116,2025-10-20 22:33:33,Car,122.34,UNKNOWN,Highway A
118,2025-10-20 22:33:34,Car,110.84,UNKNOWN,Highway A
9,2025-10-20 22:33:34,Car,20.1,UNKNOWN,Highway A
13,2025-10-20 22:33:35,Car,68.61,UNKNOWN,Highway A
46,2025-10-20 22:33:35,Car,24.11,UNKNOWN,Highway A
51,2025-10-20 22:33:35,Car,23.44,UNKNOWN,Highway A
66,2025-10-20 22:33:35,Car,10.72,UNKNOWN,Highway A
71,2025-10-20 22:33:35,Car,21.85,UNKNOWN,Highway A
106,2025-10-20 22:33:36,Car,45.75,UNKNOWN,Highway A
116,2025-10-20 22:33:36,Car,113.55,UNKNOWN,Highway A
118,2025-10-20 22:33:36,Car,117.47,UNKNOWN,Highway A
9,2025-10-20 22:33:37,Car,22.04,UNKNOWN,Highway A
13,2025-10-20 22:33:37,Car,78.35,UNKNOWN,Highway A
46,2025-10-20 22:33:38,Car,26.81,UNKNOWN,Highway A
51,2025-10-20 22:33:38,Car,26.48,UNKNOWN,Highway A
66,2025-10-20 22:33:38,Car,11.89,UNKNOWN,Highway A
71,2025-10-20 22:33:38,Car,23.02,UNKNOWN,Highway A
106,2025-10-20 22:33:39,Car,49.3,UNKNOWN,Highway A
116,2025-10-20 22:33:39,Car,118.53,UNKNOWN,Highway A
118,2025-10-20 22:33:39,Car,122.88,UNKNOWN,Highway A
9,2025-10-20 22:33:40,Car,23.71,UNKNOWN,Highway A
13,2025-10-20 22:33:40,Car,84.94,UNKNOWN,Highway A
46,2025-10-20 22:33:40,Car,28.01,UNKNOWN,Highway A
51,2025-10-20 22:33:41,Car,28.76,UNKNOWN,Highway A
66,2025-10-20 22:33:41,Car,11.08,UNKNOWN,Highway A
71,2025-10-20 22:33:41,Car,23.02,UNKNOWN,Highway A
106,2025-10-20 22:33:41,Car,50.25,UNKNOWN,Highway A
116,2025-10-20 22:33:42,Car,113.64,UNKNOWN,Highway A
118,2025-10-20 22:33:42,Car,128.64,UNKNOWN,Highway A
9,2025-10-20 22:33:43,Car,24.45,UNKNOWN,Highway A
13,2025-10-20 22:33:43,Car,91.97,UNKNOWN,Highway A
46,2025-10-20 22:33:43,Car,29.95,UNKNOWN,Highway A
51,2025-10-20 22:33:43,Car,29.18,UNKNOWN,Highway A
66,2025-10-20 22:33:44,Car,10.32,UNKNOWN,Highway A
71,2025-10-20 22:33:44,Car,23.02,UNKNOWN,Highway A
106,2025-10-20 22:33:44,Car,49.78,UNKNOWN,Highway A
116,2025-10-20 22:33:45,Car,106.78,UNKNOWN,Highway A
118,2025-10-20 22:33:45,Car,131.33,UNKNOWN,Highway A
9,2025-10-20 22:33:46,Car,23.25,UNKNOWN,Highway A
13,2025-10-20 22:33:46,Car,87.17,UNKNOWN,Highway A
46,2025-10-20 22:33:46,Car,27.71,UNKNOWN,Highway A
51,2025-10-20 22:33:46,Car,27.24,UNKNOWN,Highway A
71,2025-10-20 22:33:46,Car,21.09,UNKNOWN,Highway A
106,2025-10-20 22:33:47,Car,44.69,UNKNOWN,Highway A
116,2025-10-20 22:33:47,Car,94.49,UNKNOWN,Highway A
118,2025-10-20 22:33:48,Car,122.23,UNKNOWN,Highway A
9,2025-10-20 22:33:48,Car,23.25,UNKNOWN,Highway A
13,2025-10-20 22:33:49,Car,91.22,UNKNOWN,Highway A
46,2025-10-20 22:33:49,Car,28.01,UNKNOWN,Highway A
51,2025-10-20 22:33:49,Car,27.24,UNKNOWN,Highway A
71,2025-10-20 22:33:49,Car,20.27,UNKNOWN,Highway A
106,2025-10-20 22:33:50,Car,42.03,UNKNOWN,Highway A
116,2025-10-20 22:33:50,Car,88.39,UNKNOWN,Highway A
118,2025-10-20 22:33:50,Car,119.4,UNKNOWN,Highway A
9,2025-10-20 22:33:51,Car,22.51,UNKNOWN,Highway A
13,2025-10-20 22:33:52,Car,97.06,UNKNOWN,Highway A
46,2025-10-20 22:33:52,Car,28.46,UNKNOWN,Highway A
51,2025-10-20 22:33:52,Car,28.0,UNKNOWN,Highway A
71,2025-10-20 22:33:52,Car,19.51,UNKNOWN,Highway A
106,2025-10-20 22:33:53,Car,38.66,UNKNOWN,Highway A
116,2025-10-20 22:33:53,Car,82.17,UNKNOWN,Highway A
118,2025-10-20 22:33:53,Car,115.14,UNKNOWN,Highway A
9,2025-10-20 22:33:54,Car,25.19,UNKNOWN,Highway A
13,2025-10-20 22:33:54,Car,111.61,UNKNOWN,Highway A
46,2025-10-20 22:33:54,Car,31.45,UNKNOWN,Highway A
51,2025-10-20 22:33:54,Car,30.7,UNKNOWN,Highway A
71,2025-10-20 22:33:55,Car,20.68,UNKNOWN,Highway A
106,2025-10-20 22:33:55,Car,42.06,UNKNOWN,Highway A
116,2025-10-20 22:33:55,Car,87.09,UNKNOWN,Highway A
118,2025-10-20 22:33:56,Car,120.9,UNKNOWN,Highway A
9,2025-10-20 22:33:56,Car,25.93,UNKNOWN,Highway A
13,2025-10-20 22:33:57,Car,124.18,UNKNOWN,Highway A
46,2025-10-20 22:33:57,Car,33.85,UNKNOWN,Highway A
51,2025-10-20 22:33:57,Car,32.22,UNKNOWN,Highway A
71,2025-10-20 22:33:57,Car,21.09,UNKNOWN,Highway A
106,2025-10-20 22:33:58,Car,43.01,UNKNOWN,Highway A
116,2025-10-20 22:33:58,Car,85.19,UNKNOWN,Highway A
118,2025-10-20 22:33:58,Car,118.22,UNKNOWN,Highway A
9,2025-10-20 22:33:59,Car,27.6,UNKNOWN,Highway A
13,2025-10-20 22:34:00,Car,135.28,UNKNOWN,Highway A
46,2025-10-20 22:34:00,Car,35.5,UNKNOWN,Highway A
51,2025-10-20 22:34:00,Car,34.58,UNKNOWN,Highway A
71,2025-10-20 22:34:00,Car,20.27,UNKNOWN,Highway A
106,2025-10-20 22:34:01,Car,41.3,UNKNOWN,Highway A
116,2025-10-20 22:34:01,Car,81.77,UNKNOWN,Highway A
118,2025-10-20 22:34:01,Car,111.46,UNKNOWN,Highway A
9,2025-10-20 22:34:02,Car,25.65,UNKNOWN,Highway A
13,2025-10-20 22:34:02,Car,131.39,UNKNOWN,Highway A
46,2025-10-20 22:34:03,Car,33.55,UNKNOWN,Highway A
51,2025-10-20 22:34:03,Car,32.3,UNKNOWN,Highway A
71,2025-10-20 22:34:03,Car,18.34,UNKNOWN,Highway A
106,2025-10-20 22:34:03,Car,36.95,UNKNOWN,Highway A
116,2025-10-20 22:34:04,Car,71.45,UNKNOWN,Highway A
118,2025-10-20 22:34:04,Car,97.66,UNKNOWN,Highway A
125,2025-10-20 22:34:04,Car,69.5,UNKNOWN,Highway A
9,2025-10-20 22:34:05,Car,24.45,UNKNOWN,Highway A
13,2025-10-20 22:34:06,Car,134.59,UNKNOWN,Highway A
46,2025-10-20 22:34:06,Car,33.85,UNKNOWN,Highway A
51,2025-10-20 22:34:06,Car,31.12,UNKNOWN,Highway A
71,2025-10-20 22:34:06,Car,17.95,UNKNOWN,Highway A
106,2025-10-20 22:34:07,Car,35.02,UNKNOWN,Highway A
116,2025-10-20 22:34:07,Car,67.61,UNKNOWN,Highway A
118,2025-10-20 22:34:07,Car,88.82,UNKNOWN,Highway A
125,2025-10-20 22:34:08,Car,79.61,UNKNOWN,Highway A
9,2025-10-20 22:34:08,Car,24.92,UNKNOWN,Highway A
13,2025-10-20 22:34:09,Car,135.27,UNKNOWN,Highway A
46,2025-10-20 22:34:09,Car,35.66,UNKNOWN,Highway A
51,2025-10-20 22:34:09,Car,32.73,UNKNOWN,Highway A
71,2025-10-20 22:34:09,Car,17.19,UNKNOWN,Highway A
106,2025-10-20 22:34:10,Car,33.57,UNKNOWN,Highway A
116,2025-10-20 22:34:10,Car,63.01,UNKNOWN,Highway A
118,2025-10-20 22:34:10,Car,81.98,UNKNOWN,Highway A
125,2025-10-20 22:34:11,Car,95.01,UNKNOWN,Highway A
9,2025-10-20 22:34:11,Car,27.6,UNKNOWN,Highway A
13,2025-10-20 22:34:12,Car,145.26,UNKNOWN,Highway A
46,2025-10-20 22:34:12,Car,39.55,UNKNOWN,Highway A
51,2025-10-20 22:34:12,Car,36.52,UNKNOWN,Highway A
71,2025-10-20 22:34:12,Car,17.98,UNKNOWN,Highway A
106,2025-10-20 22:34:13,Car,36.95,UNKNOWN,Highway A
116,2025-10-20 22:34:13,Car,67.59,UNKNOWN,Highway A
118,2025-10-20 22:34:13,Car,86.07,UNKNOWN,Highway A
125,2025-10-20 22:34:14,Car,108.47,UNKNOWN,Highway A
9,2025-10-20 22:34:14,Car,28.8,UNKNOWN,Highway A
13,2025-10-20 22:34:15,Car,148.95,UNKNOWN,Highway A
46,2025-10-20 22:34:15,Car,42.69,UNKNOWN,Highway A
51,2025-10-20 22:34:15,Car,38.46,UNKNOWN,Highway A
60,2025-10-20 22:34:15,Car,10.32,UNKNOWN,Highway A
71,2025-10-20 22:34:16,Car,17.98,UNKNOWN,Highway A
106,2025-10-20 22:34:16,Car,36.95,UNKNOWN,Highway A
116,2025-10-20 22:34:16,Car,67.21,UNKNOWN,Highway A
118,2025-10-20 22:34:16,Car,83.19,UNKNOWN,Highway A
125,2025-10-20 22:34:17,Car,118.06,UNKNOWN,Highway A
9,2025-10-20 22:34:18,Car,30.01,UNKNOWN,Highway A
13,2025-10-20 22:34:18,Car,149.92,UNKNOWN,Highway A
46,2025-10-20 22:34:18,Car,44.51,UNKNOWN,Highway A
51,2025-10-20 22:34:18,Car,38.46,UNKNOWN,Highway A
71,2025-10-20 22:34:19,Car,17.63,UNKNOWN,Highway A
106,2025-10-20 22:34:19,Car,38.16,UNKNOWN,Highway A
116,2025-10-20 22:34:19,Car,64.59,UNKNOWN,Highway A
118,2025-10-20 22:34:19,Car,78.31,UNKNOWN,Highway A
125,2025-10-20 22:34:20,Car,125.69,UNKNOWN,Highway A
9,2025-10-20 22:34:21,Car,28.06,UNKNOWN,Highway A
13,2025-10-20 22:34:21,Car,137.17,UNKNOWN,Highway A
46,2025-10-20 22:34:21,Car,42.69,UNKNOWN,Highway A
51,2025-10-20 22:34:21,Car,36.1,UNKNOWN,Highway A
71,2025-10-20 22:34:21,Car,16.11,UNKNOWN,Highway A
106,2025-10-20 22:34:22,Car,33.57,UNKNOWN,Highway A
116,2025-10-20 22:34:22,Car,57.4,UNKNOWN,Highway A
118,2025-10-20 22:34:22,Car,68.39,UNKNOWN,Highway A
125,2025-10-20 22:34:23,Car,121.48,UNKNOWN,Highway A
9,2025-10-20 22:34:24,Car,28.27,UNKNOWN,Highway A
46,2025-10-20 22:34:24,Car,42.69,UNKNOWN,Highway A
51,2025-10-20 22:34:24,Car,36.94,UNKNOWN,Highway A
71,2025-10-20 22:34:24,Car,15.35,UNKNOWN,Highway A
106,2025-10-20 22:34:24,Car,31.16,UNKNOWN,Highway A
116,2025-10-20 22:34:25,Car,54.27,UNKNOWN,Highway A
118,2025-10-20 22:34:25,Car,63.1,UNKNOWN,Highway A
125,2025-10-20 22:34:25,Car,123.47,UNKNOWN,Highway A
9,2025-10-20 22:34:26,Car,27.8,UNKNOWN,Highway A
46,2025-10-20 22:34:26,Car,43.75,UNKNOWN,Highway A
51,2025-10-20 22:34:27,Car,37.61,UNKNOWN,Highway A
71,2025-10-20 22:34:27,Car,14.94,UNKNOWN,Highway A
106,2025-10-20 22:34:27,Car,31.16,UNKNOWN,Highway A
116,2025-10-20 22:34:27,Car,52.72,UNKNOWN,Highway A
118,2025-10-20 22:34:27,Car,59.48,UNKNOWN,Highway A
125,2025-10-20 22:34:28,Car,124.93,UNKNOWN,Highway A
9,2025-10-20 22:34:29,Car,30.95,UNKNOWN,Highway A
46,2025-10-20 22:34:29,Car,49.59,UNKNOWN,Highway A
51,2025-10-20 22:34:29,Car,42.25,UNKNOWN,Highway A
71,2025-10-20 22:34:29,Car,16.11,UNKNOWN,Highway A
106,2025-10-20 22:34:30,Car,34.31,UNKNOWN,Highway A
116,2025-10-20 22:34:30,Car,55.8,UNKNOWN,Highway A
118,2025-10-20 22:34:30,Car,63.36,UNKNOWN,Highway A
125,2025-10-20 22:34:30,Car,136.51,UNKNOWN,Highway A
9,2025-10-20 22:34:31,Car,32.89,UNKNOWN,Highway A
46,2025-10-20 22:34:32,Car,54.24,UNKNOWN,Highway A
51,2025-10-20 22:34:32,Car,44.95,UNKNOWN,Highway A
71,2025-10-20 22:34:32,Car,15.7,UNKNOWN,Highway A
106,2025-10-20 22:34:32,Car,33.83,UNKNOWN,Highway A
116,2025-10-20 22:34:32,Car,55.8,UNKNOWN,Highway A
118,2025-10-20 22:34:33,Car,61.96,UNKNOWN,Highway A
125,2025-10-20 22:34:33,Car,137.96,UNKNOWN,Highway A
9,2025-10-20 22:34:34,Car,34.09,UNKNOWN,Highway A
46,2025-10-20 22:34:34,Car,58.87,UNKNOWN,Highway A
51,2025-10-20 22:34:34,Car,46.47,UNKNOWN,Highway A
71,2025-10-20 22:34:34,Car,16.46,UNKNOWN,Highway A
106,2025-10-20 22:34:35,Car,33.36,UNKNOWN,Highway A
116,2025-10-20 22:34:35,Car,55.4,UNKNOWN,Highway A
118,2025-10-20 22:34:35,Car,60.02,UNKNOWN,Highway A
125,2025-10-20 22:34:36,Car,133.38,UNKNOWN,Highway A
9,2025-10-20 22:34:37,Car,31.42,UNKNOWN,Highway A
46,2025-10-20 22:34:37,Car,57.6,UNKNOWN,Highway A
51,2025-10-20 22:34:37,Car,43.1,UNKNOWN,Highway A
71,2025-10-20 22:34:37,Car,15.29,UNKNOWN,Highway A
106,2025-10-20 22:34:38,Car,29.95,UNKNOWN,Highway A
116,2025-10-20 22:34:38,Car,49.73,UNKNOWN,Highway A
118,2025-10-20 22:34:38,Car,52.51,UNKNOWN,Highway A
125,2025-10-20 22:34:38,Car,117.3,UNKNOWN,Highway A
9,2025-10-20 22:34:39,Car,31.42,UNKNOWN,Highway A
46,2025-10-20 22:34:39,Car,58.44,UNKNOWN,Highway A
51,2025-10-20 22:34:40,Car,43.86,UNKNOWN,Highway A
71,2025-10-20 22:34:40,Car,14.53,UNKNOWN,Highway A
106,2025-10-20 22:34:40,Car,27.8,UNKNOWN,Highway A
116,2025-10-20 22:34:40,Car,45.52,UNKNOWN,Highway A
118,2025-10-20 22:34:40,Car,48.63,UNKNOWN,Highway A
125,2025-10-20 22:34:41,Car,107.01,UNKNOWN,Highway A
9,2025-10-20 22:34:41,Car,31.42,UNKNOWN,Highway A
46,2025-10-20 22:34:42,Car,60.27,UNKNOWN,Highway A
51,2025-10-20 22:34:42,Car,46.13,UNKNOWN,Highway A
71,2025-10-20 22:34:42,Car,13.77,UNKNOWN,Highway A
106,2025-10-20 22:34:43,Car,27.33,UNKNOWN,Highway A
116,2025-10-20 22:34:43,Car,42.43,UNKNOWN,Highway A
118,2025-10-20 22:34:43,Car,47.05,UNKNOWN,Highway A
125,2025-10-20 22:34:43,Car,97.9,UNKNOWN,Highway A
9,2025-10-20 22:34:44,Car,35.04,UNKNOWN,Highway A
46,2025-10-20 22:34:44,Car,66.54,UNKNOWN,Highway A
51,2025-10-20 22:34:44,Car,51.2,UNKNOWN,Highway A
60,2025-10-20 22:34:45,Car,10.37,UNKNOWN,Highway A
71,2025-10-20 22:34:45,Car,14.9,UNKNOWN,Highway A
106,2025-10-20 22:34:45,Car,29.27,UNKNOWN,Highway A
116,2025-10-20 22:34:45,Car,45.44,UNKNOWN,Highway A
118,2025-10-20 22:34:45,Car,50.2,UNKNOWN,Highway A
125,2025-10-20 22:34:46,Car,102.51,UNKNOWN,Highway A
9,2025-10-20 22:34:46,Car,37.24,UNKNOWN,Highway A
46,2025-10-20 22:34:47,Car,70.96,UNKNOWN,Highway A
51,2025-10-20 22:34:47,Car,54.56,UNKNOWN,Highway A
60,2025-10-20 22:34:47,Car,11.84,UNKNOWN,Highway A
71,2025-10-20 22:34:47,Car,14.9,UNKNOWN,Highway A
106,2025-10-20 22:34:48,Car,29.7,UNKNOWN,Highway A
116,2025-10-20 22:34:48,Car,44.32,UNKNOWN,Highway A
118,2025-10-20 22:34:48,Car,48.63,UNKNOWN,Highway A
125,2025-10-20 22:34:48,Car,100.91,UNKNOWN,Highway A
9,2025-10-20 22:34:49,Car,38.45,UNKNOWN,Highway A
46,2025-10-20 22:34:49,Car,77.46,UNKNOWN,Highway A
51,2025-10-20 22:34:49,Car,57.69,UNKNOWN,Highway A
60,2025-10-20 22:34:50,Car,11.84,UNKNOWN,Highway A
71,2025-10-20 22:34:50,Car,14.94,UNKNOWN,Highway A
106,2025-10-20 22:34:50,Car,28.75,UNKNOWN,Highway A
116,2025-10-20 22:34:50,Car,42.03,UNKNOWN,Highway A
118,2025-10-20 22:34:50,Car,45.9,UNKNOWN,Highway A
125,2025-10-20 22:34:50,Car,99.47,UNKNOWN,Highway A
9,2025-10-20 22:34:51,Car,36.5,UNKNOWN,Highway A
46,2025-10-20 22:34:52,Car,74.45,UNKNOWN,Highway A
51,2025-10-20 22:34:52,Car,54.99,UNKNOWN,Highway A
60,2025-10-20 22:34:52,Car,11.48,UNKNOWN,Highway A
71,2025-10-20 22:34:52,Car,13.37,UNKNOWN,Highway A
106,2025-10-20 22:34:52,Car,25.6,UNKNOWN,Highway A
116,2025-10-20 22:34:52,Car,37.82,UNKNOWN,Highway A
118,2025-10-20 22:34:53,Car,39.61,UNKNOWN,Highway A
125,2025-10-20 22:34:53,Car,87.11,UNKNOWN,Highway A
9,2025-10-20 22:34:53,Car,36.24,UNKNOWN,Highway A
46,2025-10-20 22:34:54,Car,76.27,UNKNOWN,Highway A
51,2025-10-20 22:34:54,Car,54.9,UNKNOWN,Highway A
60,2025-10-20 22:34:54,Car,10.69,UNKNOWN,Highway A
